Headline,Date,Price movement
Hot Stock: Kossan rises 5% on strong earnings outlook,07/01/2014,Down
#Hot Stock* Kossan rises 5% on strong earnings outlook,07/01/2014,Down
Sector Focus: Several glove stocks rise on news of US flu outbreak,06/01/2014,Up
Sector Focus: Several glove stocks rise on news of US flu outbreak,06/01/2014,Up
#Sector Focus* Several glove stocks rise on news of US flu outbreak,06/01/2014,Up
"#Outlook 2014* A quiet opening, but steady ascent",31/12/2013,Up
Stocks to watch: IRCB may attract attention this week,30/12/2013,Down
Stocks to watch: IRCB may attract attention this week,30/12/2013,Down
"#Stocks To Watch* IRCB, Hwang-DBS, CIMB, Ekovest, FGV, Hibiscus",27/12/2013,Down
Top Glove posts stronger 1Q core numbers,19/12/2013,Down
Top Glove posts stronger 1Q core numbers,19/12/2013,Down
Stock Focus: Top Glove falls 1.9% on weaker 1Q results,18/12/2013,Up
Stock Focus: Top Glove falls 1.9% on weaker 1Q results,18/12/2013,Up
#Stock Focus* Top Glove falls 1.9% on weaker 1Q results,18/12/2013,Up
Midday Market: KLCI pares loss as Asian markets creep higher,18/12/2013,Up
Midday Market: KLCI pares loss as Asian markets creep higher,18/12/2013,Up
#Midday Market* KLCI pares loss as Asian markets creep higher,18/12/2013,Up
Top Glove’s 1QFY14 profit declines 12.5%,18/12/2013,Up
Top Glove’s 1QFY14 profit declines 12.5%,18/12/2013,Up
"Alliance IB Research maintains Neutral on Top Glove, cuts target price",18/12/2013,Up
Market Open: KLCI dips 0.3% on profit taking after hitting lofty levels,18/12/2013,Up
Market Open: KLCI dips 0.3% on profit taking after hitting lofty levels,18/12/2013,Up
#Market Open* KLCI dips 0.3% on profit taking after hitting lofty levels,18/12/2013,Up
"#Stocks To Watch* Genting, Ibraco, Top Glove, Scientex, KLCI-linked companies",17/12/2013,Down
"Stocks To Watch: Genting, Ibraco, Top Glove, Scientex, KLCI-linked companies",17/12/2013,Down
"Stocks To Watch: Genting, Ibraco, Top Glove, Scientex, KLCI-linked companies",17/12/2013,Down
Top glove's Q1 pre-tax profit falls to RM61.86 mln,17/12/2013,Down
#Highlight* Top Glove 1Q profit falls 13% to RM50m,17/12/2013,Down
Highlight: Top Glove 1Q profit falls 13% to RM50m,17/12/2013,Down
Highlight: Top Glove 1Q profit falls 13% to RM50m,17/12/2013,Down
#Flash* Top Glove 1Q net profit falls 13% yoy to RM50m,17/12/2013,Down
Mid-morning Market: KLCI rises 0.35% as regional market advance,17/12/2013,Down
Mid-morning Market: KLCI rises 0.35% as regional market advance,17/12/2013,Down
#Mid-morning Market* KLCI rises 0.35% as regional market advance,17/12/2013,Down
"Market Close: KLCI succumbs to mild profit-taking, stays just below new high",11/12/2013,Down
"#Market Close* KLCI succumbs to mild profit-taking, stays just below new high",11/12/2013,Down
Insider Moves,10/12/2013,Down
Industry associations and players up in arms against electricity hike,04/12/2013,Down
Industry associations and players up in arms against electricity hike,04/12/2013,Down
"Stocks To Watch: Tenaga, cement/steel/auto/glove stocks, UEM, Glomac, Bumi Armada, Supermax",03/12/2013,Up
"Stocks To Watch: Tenaga, cement/steel/auto/glove stocks, UEM, Glomac, Bumi Armada, Supermax",03/12/2013,Up
"#Stocks To Watch* Tenaga, cement/steel/auto/glove stocks, UEM, Glomac, Bumi Armada, Supermax",03/12/2013,Up
Power tariffs to go up next year,29/11/2013,Up
Kossan’s revenue up despite lower ASPs,26/11/2013,Up
Kossan’s revenue up despite lower ASPs,26/11/2013,Up
Midday Market: KLCI adds 0.32% as Asian markets rise on Yellen's dovish comments,14/11/2013,Up
Midday Market: KLCI adds 0.32% as Asian markets rise on Yellen's dovish comments,14/11/2013,Up
#Midday Market* KLCI adds 0.32% as Asian markets rise on Yellen's dovish comments,14/11/2013,Up
Hot Stock: Supermax extends gains on weaker RM vs US$,14/11/2013,Up
#Hot Stock* Supermax extends gains on weaker RM vs US$,14/11/2013,Up
Hot Stock: Supermax extends gains on weaker RM vs US$,14/11/2013,Up
Hot Stocks: Weaker RM vs US$ support glove shares,13/11/2013,Down
Hot Stocks: Weaker RM vs US$ support glove shares,13/11/2013,Down
#Hot Stocks* Weaker RM vs US$ support glove shares,13/11/2013,Down
Midday Market: KLCI dips 0.43% as Asian marker skid on mixed signals on US Fed taper plans,13/11/2013,Down
Midday Market: KLCI dips 0.43% as Asian marker skid on mixed signals on US Fed taper plans,13/11/2013,Down
#Midday Market* KLCI dips 0.43% as Asian marker skid on mixed signals on US Fed taper plans,13/11/2013,Down
"#Market Open* KLCI dips 0.47%, banks & select blue chips weigh",12/11/2013,Up
"Market Open: KLCI dips 0.47%, banks & select blue chips weigh",12/11/2013,Up
"Market Open: KLCI dips 0.47%, banks & select blue chips weigh",12/11/2013,Up
Greater earnings growth for Kossan,07/11/2013,Up
#Trade Wise* Glove makers in a sweet spot,01/11/2013,Down
"Stocks To Watch: Perwaja, Eti Tech, REDtone, Top Glove, property and plantation stocks",30/10/2013,Up
"Stocks To Watch: Perwaja, Eti Tech, REDtone, Top Glove, property and plantation stocks",30/10/2013,Up
"#Stocks To Watch* Perwaja, Eti Tech, REDtone, Top Glove, property and plantation stocks",30/10/2013,Up
Top Glove patent doubles production efficiency,30/10/2013,Up
MCA lauds committee to deal with errant civil servants,29/10/2013,Down
Exciting growth for Karex,23/10/2013,Up
Exciting growth for Karex,23/10/2013,Up
Arsenal wary of Dortmund threat,22/10/2013,Up
Broker Digest: Local equities,21/10/2013,Down
#IPO* JF Apex has FV of RM2.07 for Karex,21/10/2013,Down
Top Glove banking on nitrile gloves,21/10/2013,Down
Top Glove banking on nitrile gloves,21/10/2013,Down
Euphoric Arsenal wary of Dortmund reality check,21/10/2013,Down
MARGMA hopes budget 2014 will include re-investment allowance,18/10/2013,Down
"Alliance IB Research maintains Neutral on Top Glove, raises target price",18/10/2013,Down
#Hot Stock* Top Glove continues to slide on weak 4Q results,16/10/2013,Up
Hot Stock: Top Glove continues to slide on weak 4Q results,16/10/2013,Up
Hot Stock: Top Glove continues to slide on weak 4Q results,16/10/2013,Up
Midday Market: KLCI rises 0.49% as select blue chips lift,16/10/2013,Up
#Midday Market* KLCI rises 0.49% as select blue chips lift,16/10/2013,Up
Midday Market: KLCI rises 0.49% as select blue chips lift,16/10/2013,Up
#Mid-morning Market* KLCI rises on cautious optimism of a US budget deal,16/10/2013,Up
Mid-morning Market: KLCI rises on cautious optimism of a US budget deal,16/10/2013,Up
Mid-morning Market: KLCI rises on cautious optimism of a US budget deal,16/10/2013,Up
Nitrile gloves driving Top Glove’s growth,16/10/2013,Up
Nitrile gloves driving Top Glove’s growth,16/10/2013,Up
"#Market Close* Flat on US debt doubts, ahead of holiday",14/10/2013,Down
#Hot Stock* Top Glove down as much as 3% on downgrades as 4Q profit slips,14/10/2013,Down
Hot Stock: Top Glove down as much as 3% on downgrades as 4Q profit slips,14/10/2013,Down
Hot Stock: Top Glove down as much as 3% on downgrades as 4Q profit slips,14/10/2013,Down
Top Glove faces challenge to keep average selling price for latex gloves,14/10/2013,Down
#Midday Market* Limited gains for KLCI as US budget deadlock remains thorny issue,14/10/2013,Down
Midday Market: Limited gains for KLCI as US budget deadlock remains thorny issue,14/10/2013,Down
Midday Market: Limited gains for KLCI as US budget deadlock remains thorny issue,14/10/2013,Down
"Stocks to watch: Top Glove reports lower profits, FGV fully acquires FHB",14/10/2013,Down
"Stocks to watch: Top Glove reports lower profits, FGV fully acquires FHB",14/10/2013,Down
"BIMB Securities maintains Neutral on Top Glove, lowers target price",14/10/2013,Down
Top Glove to privatise Singapore unit,11/10/2013,#N/A
"#Stocks To Watch* Top Glove, Felda, CB Industrial, Ahmad Zaki, Uzma",11/10/2013,#N/A
"Stocks To Watch: Top Glove, Felda, CB Industrial, Ahmad Zaki, Uzma",11/10/2013,#N/A
"Stocks To Watch: Top Glove, Felda, CB Industrial, Ahmad Zaki, Uzma",11/10/2013,#N/A
"Highlight: Top Glove 4Q profit falls 25%, pays 9 sen dividend",11/10/2013,#N/A
"Highlight: Top Glove 4Q profit falls 25%, pays 9 sen dividend",11/10/2013,#N/A
"#Highlight* Top Glove 4Q profit falls 25%, pays 9 sen dividend",11/10/2013,#N/A
"#Flash* Top Glove 4Q net profit falls 25%, proposes 9 sen dividend",11/10/2013,#N/A
"Stocks To Watch: Top Glove, Ho Hup, Iris, MAS, plantation firms",10/10/2013,Down
"Stocks To Watch: Top Glove, Ho Hup, Iris, MAS, plantation firms",10/10/2013,Down
"#Stocks To Watch* Top Glove, Ho Hup, Iris, MAS, plantation firms",10/10/2013,Down
Bullish forecast for construction and O&G,10/10/2013,Down
Bullish forecast for construction and O&G,10/10/2013,Down
#The Edge Billion Ringgit Club 2013* Kossan’s unique profit growth explained,08/10/2013,Down
The Edge Billion Ringgit Club 2013: Kossan’s unique profit growth explained,08/10/2013,Down
The Edge Billion Ringgit Club 2013: Kossan’s unique profit growth explained,08/10/2013,Down
"Top Glove FY08/13 results could disappoint, says Affin IB Research",08/10/2013,Down
"#Sector Analysis* Kenanga keeps ""overweight"" on glove sector, upgrades Kossan, Hartalega",04/10/2013,Up
Top Glove urges reduction in corporate tax to 20 pct,01/10/2013,Up
"#Hot Stock* IRCB share, warrant fall on proposed share issue",01/10/2013,Up
"Hot Stock: IRCB share, warrant fall on proposed share issue",01/10/2013,Up
"Hot Stock: IRCB share, warrant fall on proposed share issue",01/10/2013,Up
#Hot Stocks* Hartalega and Kossan rise for different reasons,27/09/2013,Down
Hot Stocks: Hartalega and Kossan rise for different reasons,27/09/2013,Down
"Affin IB Research maintains Add on Hartalega, ups target price to RM7.75",27/09/2013,Down
#Analysis* Short-term weakness in rubber glove shares seen,26/09/2013,Up
#Mid-morning Market* KLCI drifts lower in line with global markets,26/09/2013,Up
Market Open: Specter of US fiscal woes weigh on KLCI,26/09/2013,Up
Market Open: Specter of US fiscal woes weigh on KLCI,26/09/2013,Up
#Market Open* Specter of US fiscal woes weigh on KLCI,26/09/2013,Up
Riding on nitrile gloves,25/09/2013,Down
Riding on nitrile gloves,25/09/2013,Down
Analysts trim target prices for glove stocks,25/09/2013,Down
Analysts trim target prices for glove stocks,25/09/2013,Down
#Analysis* Maybank downgrades glove sector,24/09/2013,Up
"Hot Stocks: Rubber glove firms rebound on bargain hunting, weaker ringgit",23/09/2013,Down
"Hot Stocks: Rubber glove firms rebound on bargain hunting, weaker ringgit",23/09/2013,Down
"#Hot Stocks* Rubber glove firms rebound on bargain hunting, weaker ringgit",23/09/2013,Down
#Hot Stocks* Glove companies continue to fall in second day,20/09/2013,Up
Hot Stocks: Glove companies continue to fall in second day,20/09/2013,Up
Hot Stocks: Glove companies continue to fall in second day,20/09/2013,Up
"#Stocks To Watch* Index stocks, GLCs, KESM, Alam Maritim, Hai-O, Berjaya Media, Glove stocks",19/09/2013,Down
"Stocks To Watch: Index stocks, GLCs, KESM, Alam Maritim, Hai-O, Berjaya Media, Glove stocks",19/09/2013,Down
"Stocks To Watch: Index stocks, GLCs, KESM, Alam Maritim, Hai-O, Berjaya Media, Glove stocks",19/09/2013,Down
#Market Close* KLCI up 1.2% on Fed’s delay in stimulus cut,19/09/2013,Down
Market Close: KLCI up 1.2% on Fed’s delay in stimulus cut,19/09/2013,Down
Market Close: KLCI up 1.2% on Fed’s delay in stimulus cut,19/09/2013,Down
"#Highlight* Billionaire at Hartalega makes 45,000 gloves an hour",19/09/2013,Down
"Highlight: Billionaire at Hartalega makes 45,000 gloves an hour",19/09/2013,Down
"Highlight: Billionaire at Hartalega makes 45,000 gloves an hour",19/09/2013,Down
#Midday Market* KLCI gains 1.06% on US Fed surprise,19/09/2013,Down
Midday Market: KLCI gains 1.06% on US Fed’s QE3 taper surprise,19/09/2013,Down
Midday Market: KLCI gains 1.06% on US Fed’s QE3 taper surprise,19/09/2013,Down
"#Hot Stocks* Top Glove, Supermax fall after downgrade by Alliance, rise in ringgit",19/09/2013,Down
"Hot Stocks: Top Glove, Supermax fall after downgrade by Alliance, rise in ringgit",19/09/2013,Down
"Hot Stocks: Top Glove, Supermax fall after downgrade by Alliance, rise in ringgit",19/09/2013,Down
Glove sector downgraded by Alliance to “neutral” after rising 50% since Dec 3,18/09/2013,Down
#The Edge-Bursa Malaysia Kuala Lumpur Rat Race 2013* 14th Rat Race raises RM1.83m,18/09/2013,Down
#The Edge-Bursa Malaysia Kuala Lumpur Rat Race 2013* 14th Rat Race raises RM1.83m,18/09/2013,Down
"Alliance IB Research maintains Strong Buy on Kossan, raises target price",18/09/2013,Down
#Lead Story* KLCI takes its cue from the US,16/09/2013,#N/A
Low rubber prices good news for glovemakers,12/09/2013,Up
Low rubber prices good news for glovemakers,12/09/2013,Up
#Warrants Update* A potentially cheap entry into Kossan,11/09/2013,Up
"#Highlight* Top Glove, Supermax, Kossan upgraded",10/09/2013,Up
"Highlight: Top Glove, Supermax, Kossan upgraded",10/09/2013,Up
"Highlight: Top Glove, Supermax, Kossan upgraded",10/09/2013,Up
Looking forward to having fun at the race,10/09/2013,Up
Looking forward to having fun at the race,10/09/2013,Up
Having fun and doing good in one go,09/09/2013,Up
Having fun and doing good in one go,09/09/2013,Up
"#Hot Stock* Supermax surges for 2nd day on upbeat analyst reports, weak ringgit, valuation",05/09/2013,Up
"Hot Stock: Supermax surges for 2nd day on upbeat analyst reports, weak ringgit, valuation",05/09/2013,Up
"Hot Stock: Supermax surges for 2nd day on upbeat analyst reports, weak ringgit, valuation",05/09/2013,Up
"#Midday Market* KLCI stages oversold rebound, rises 0.35%",05/09/2013,Up
"Midday Market: KLCI stages oversold rebound, rises 0.35%",05/09/2013,Up
"Midday Market: KLCI stages oversold rebound, rises 0.35%",05/09/2013,Up
#Sector Focus* Weakening ringgit to boost rubber gloves sector earnings,05/09/2013,Up
Sector Focus: Weakening ringgit to boost rubber gloves sector earnings,05/09/2013,Up
Sector Focus: Weakening ringgit to boost rubber gloves sector earnings,05/09/2013,Up
Supermax goes full steam ahead with two new plants,05/09/2013,Up
Supermax goes full steam ahead with two new plants,05/09/2013,Up
Glovemakers fear drastic cut on energy subsidy,05/09/2013,Up
Glovemakers fear drastic cut on energy subsidy,05/09/2013,Up
#Hot Stock* Supermax jumps 4% on earnings upgrade,04/09/2013,Down
Hot Stock: Supermax jumps 4% on earnings upgrade,04/09/2013,Down
Hot Stock: Supermax jumps 4% on earnings upgrade,04/09/2013,Down
#Hot Stock* Kossan rises after proposing bonus,03/09/2013,Down
Hot Stock: Kossan rises after proposing bonus,03/09/2013,Down
Hot Stock: Kossan rises after proposing bonus,03/09/2013,Down
Hartalega not benefiting from weakening ringgit,28/08/2013,Up
Hartalega not benefiting from weakening ringgit,28/08/2013,Up
#Update* Hartalega to increase average capacity by 15% p.a. with new Sepang plant,27/08/2013,Down
Update: Hartalega to increase average capacity by 15% p.a. with new Sepang plant,27/08/2013,Down
Getting a grip on clutches,22/08/2013,Up
Kossan plans new manufacturing model,20/08/2013,Up
Kossan plans new manufacturing model,20/08/2013,Up
Return of H7N9 bird flu,14/08/2013,Down
Return of H7N9 bird flu,14/08/2013,Down
"#Sector in Focus* Glove stocks rise on China flu, higher sales",13/08/2013,Up
"Sector in Focus: Glove stocks rise on China flu, higher sales",13/08/2013,Up
"Sector in Focus: Glove stocks rise on China flu, higher sales",13/08/2013,Up
"#Stocks To Watch* Coastal Contracts, Oriental, OSK Holdings, Scomi, rubber glove firms",12/08/2013,Up
"Stocks To Watch: Coastal Contracts, Oriental, OSK Holdings, Scomi, rubber glove firms",12/08/2013,Up
"Stocks To Watch: Coastal Contracts, Oriental, OSK Holdings, Scomi, rubber glove firms",12/08/2013,Up
#Hot Stock* Top Glove up 3% after Guangdong reports bird flu,12/08/2013,Up
Hot Stock: Top Glove up 3% after Guangdong reports bird flu,12/08/2013,Up
Hot Stock: Top Glove up 3% after Guangdong reports bird flu,12/08/2013,Up
#Midday Market* KLCI rises 0.33% at midday break,12/08/2013,Up
Midday Market: KLCI rises 0.33% at midday break,12/08/2013,Up
Glove makers gaining from demand,04/08/2013,#N/A
"#Mid-morning Market* KLCI sustains gains at mid-morning, blue chips lift",02/08/2013,Down
"Mid-morning Market: KLCI sustains gains at mid-morning, blue chips lift",02/08/2013,Down
"Mid-morning Market: KLCI sustains gains at mid-morning, blue chips lift",02/08/2013,Down
"#Midday Market* KLCI reverses earlier loss, climbs 0.34%",01/08/2013,Up
"Midday Market: KLCI reverses earlier loss, climbs 0.34%",01/08/2013,Up
"Midday Market: KLCI reverses earlier loss, climbs 0.34%",01/08/2013,Up
"#Mid-morning Market* KLCI edges lower at mid-morning, select blue chips weigh",01/08/2013,Up
"Mid-morning Market: KLCI edges lower at mid-morning, select blue chips weigh",01/08/2013,Up
"Mid-morning Market: KLCI edges lower at mid-morning, select blue chips weigh",01/08/2013,Up
"#Stocks To Watch* Redtone, Pensonic, MBSB, rubber glove firms, Tenaga",31/07/2013,Up
"Stocks To Watch: Redtone, Pensonic, MBSB, rubber glove firms, Tenaga",31/07/2013,Up
"Stocks To Watch: Redtone, Pensonic, MBSB, rubber glove firms, Tenaga",31/07/2013,Up
Pakistan scramble to four-wicket triumph,26/07/2013,Down
"#Mid-morning Market* KLCI remains above 1,800-level, select blue chips lift",24/07/2013,Down
"Mid-morning Market: KLCI remains above 1,800-level, select blue chips lift",24/07/2013,Down
"Mid-morning Market: KLCI remains above 1,800-level, select blue chips lift",24/07/2013,Down
"#Midday Market* KLCI pares gains, some downside pressure seen",11/07/2013,Down
#Mid-morning Market* KLCI up 0.63% as regional markets rise,11/07/2013,Down
Mid-morning Market: KLCI up 0.63% as regional markets rise,11/07/2013,Down
#Hot Stocks* Rubber glove shares fall on Hong Leong downgrade,10/07/2013,Down
Hot Stocks: Rubber glove shares fall on Hong Leong downgrade,10/07/2013,Down
Hot Stocks: Rubber glove shares fall on Hong Leong downgrade,10/07/2013,Down
"#Mid-morning Market* KLCI edges up, select blue chips lift",10/07/2013,Down
"Mid-morning Market: KLCI edges up, select blue chips lift",10/07/2013,Down
Can the Asian Century be a reality?,07/07/2013,#N/A
"#Midday Market* KLCI poised to end 1H2013 on firmer note, rises 0.88%",28/06/2013,Up
"Midday Market: KLCI poised to end 1H2013 on firmer note, rises 0.88%",28/06/2013,Up
"Midday Market: KLCI poised to end 1H2013 on firmer note, rises 0.88%",28/06/2013,Up
"#Mid-morning Market* KLCI rises 0.63%, select blue chips lift",28/06/2013,Up
#Feature* Glove makers to compete for international demand,27/06/2013,Down
#Feature* Glove makers to compete for international demand,27/06/2013,Down
Glove makers to compete for international demand,27/06/2013,Down
Feature: Glove makers to compete for international demand,27/06/2013,Down
Feature: Glove makers to compete for international demand,27/06/2013,Down
#Market Open* KLCI extends gains in cautious trade,27/06/2013,Down
Market Open: KLCI extends gains in cautious trade,27/06/2013,Down
Market Open: KLCI extends gains in cautious trade,27/06/2013,Down
#Midday Market* Limited gains for KLCI as Asian markets capped by lingering China worries,26/06/2013,Up
Midday Market: Limited gains for KLCI as Asian markets capped by lingering China worries,26/06/2013,Up
"CIMB Research downgrades Hartalega, rubber gloves sector to neutral",26/06/2013,Up
#Hot Stock* Kossan rises 4.16% on higher sales volume plans,18/06/2013,Up
Hot Stock: Kossan rises 4.16% on higher sales volume plans,18/06/2013,Up
"SJ Securities re-initiates coverage on Daibochi, fair value RM4.13",18/06/2013,Up
No bounce in rubber gloves,17/06/2013,Up
No bounce in rubber gloves,17/06/2013,Up
Starhill REIT to increase fund size to 2.13 billion units,17/06/2013,Up
Starhill REIT to increase fund size to 2.13 billion units,17/06/2013,Up
"#Stocks To Watch* UEM Sunrise, Starhill Reit, KPJ, IHH, Ireka, Top Glove, Kossan, CB Industrial",14/06/2013,Up
Top Glove’s 3Q profit down on forex losses,14/06/2013,Up
Top Glove’s 3Q profit down on forex losses,14/06/2013,Up
"#Hot Stock* Top Glove falls 2% on downgrades, 3Q profit down 25%",14/06/2013,Up
"Hot Stock: Top Glove falls 2% on downgrades, 3Q profit down 25%",14/06/2013,Up
#Mid-morning Market* KLCI bounces 0.9% as regional markets rise,14/06/2013,Up
Mid-morning Market: KLCI bounces 0.9% as regional markets rise,14/06/2013,Up
"M & A Securities downgrades Top Glove to Hold, cuts fair value to RM6.12",14/06/2013,Up
"#Stocks To Watch* YTL Corp, CIMB, Top Glove, Glomac, mid-cap firms, Malaysia Airports.",13/06/2013,Down
#Update* Top Glove 3Q profit falls 25% to RM40m,13/06/2013,Down
"#Flash* Top Glove 3Q profit falls 25% yoy to RM40m, declares 7 sen dividend",13/06/2013,Down
"Maybank IB Research maintains Buy on Top Glove, ups target price to RM7.10",12/06/2013,Down
#Market Close* KLCI up 0.7% on local/foreign factors,10/06/2013,Up
Market Close: KLCI up 0.7% on local/foreign factors,10/06/2013,Up
"#Hot Stock* Top Glove top decliner, falls 4%",10/06/2013,Up
#Mid-morning Market* KLCI rises 0.67%,10/06/2013,Up
From oil palm estate to award winning township,09/06/2013,#N/A
Lead Story: Brokerage houses likely to cut FBM KLCI year-end targets,06/06/2013,Up
Earnings growth to pick up pace,06/06/2013,Up
Earnings growth to pick up pace,06/06/2013,Up
Supermax top line 5% under expectation,03/06/2013,Up
Supermax top line 5% under expectation,03/06/2013,Up
"#Midday Market* KLCI pares loss at break, regional markets remain volatile",27/05/2013,Up
#Market Open* KLCI extends loss in early trade,27/05/2013,Up
Market Open: KLCI extends loss in early trade,27/05/2013,Up
"#Midday Market* KLCI remains in the red, slips 0.23%",23/05/2013,Down
Maybank IB downgrades gaming and media to ‘neutral’ on narrowed upside,22/05/2013,Up
"#Midday Market* KLCI up 0.77%, climbs to a high at noon",13/05/2013,Down
"Midday Market: KLCI up 0.77%, climbs to fresh high",13/05/2013,Down
"#Hot stocks* Rubber glove stocks rise, H7N9 in focus",07/05/2013,Up
"Hot stocks: Rubber glove stocks rise, H7N9 in focus",07/05/2013,Up
"#Stocks To Watch* Government , political-linked companies, Supermax, Dayang, Global Carriers, TH Heavy, Tasek",06/05/2013,Up
"Stocks To Watch: Government , political-linked companies, Supermax, Dayang, Global Carriers, TH Heavy, Tasek",06/05/2013,Up
DTZ: Sluggish market to pick up after GE13,06/05/2013,Up
#Hot Stock* Supermax falls 3% after owner says he supports Pakatan,06/05/2013,Up
Hot Stock: Supermax falls 3% after owner says he supports Pakatan,06/05/2013,Up
Capacity constraints curb near-term growth,06/05/2013,Up
Capacity constraints curb near-term growth,06/05/2013,Up
"#Stocks To Watch* GLCs, politically-linked stocks, construction, ringgit",03/05/2013,Up
"#Market Open* KLCI dips in early trade, Genting, Tenaga weigh",02/05/2013,Down
"Market Open: KLCI dips in early trade, Genting, Tenaga weigh",02/05/2013,Down
#Hot Stock* Supermax hit after owner said he supports PR,29/04/2013,Down
#Hot Stock* Supermax hit after owner said he supports PR,29/04/2013,Down
Hot Stock: Supermax hit after owner said he supports PR,29/04/2013,Down
"#Midday Market* KLCI pares loss, sentiment remains tepid",29/04/2013,Down
"#Mid-morning Market* KLCI stays in the red, select blue chips weigh",29/04/2013,Down
"#Hot Stock* Top Glove rises 2%, higher margins seen",29/04/2013,Down
"Hot Stock: Top Glove rises 2%, higher margins seen",29/04/2013,Down
"#Midday Market* KLCI reverses loss, select blue chips lift",25/04/2013,Down
"#Mid-morning Market* KLCI pares loss, remains lacklustre",25/04/2013,Down
"#Hot Stocks* Top Glove jumps 5%, Kossan up 2.4% on bird flu updates",25/04/2013,Down
"Hot Stocks: Top Glove jumps 5%, Kossan up 2.4% on bird flu updates",25/04/2013,Down
Sentiment improving in rubber gloves sector,24/04/2013,Up
Sentiment improving in rubber gloves sector,24/04/2013,Up
"#Midday Market* KLCI turns negative at break, blue chips weigh",22/04/2013,Down
"#Midday Market* KLCI remains weak, struggles to keep losses at a minimum",19/04/2013,Down
#Mid-morning Market* KLCI turns down as external mood sours,19/04/2013,Down
Mid-morning Market: KLCI turns down as external mood sours,19/04/2013,Down
#Midday Market* KLCI stays lackluster on weaker global sentiment,18/04/2013,Down
#Mid-morning Market* KLCI dips 0.37% on profit taking,18/04/2013,Down
Top Glove soars 82 sen to a two-year high,18/04/2013,Down
Top Glove soars 82 sen to a two-year high,18/04/2013,Down
"#Market Open* KLCI edges lower, in consolidation mode",18/04/2013,Down
"Market Open: KLCI edges lower, in consolidation mode",18/04/2013,Down
#Market Close* KLCI rises 0.6% to record high,17/04/2013,Down
Market Close: KLCI rises 0.6% to record high,17/04/2013,Down
"#Hot Stock* Top Glove soars to 2-yr high, bird flu death toll rises",17/04/2013,Down
"Hot Stock: Top Glove soars to 2-yr high, bird flu death toll rises",17/04/2013,Down
"#Midday Market* KLCI gains 0.5% as Tenaga, UMW lift",17/04/2013,Down
HNWIs seek more yields from commercial property,16/04/2013,Up
#Midday Market* Global market weakness keeps KLCI in the red,16/04/2013,Up
Kossan Rubber on the growth path,16/04/2013,Up
Kossan Rubber on the growth path,16/04/2013,Up
Hartalega named Best Managed Medium Cap for second time,12/04/2013,Down
Glovemakers face little impact from China flu scare,12/04/2013,Down
Glovemakers face little impact from China flu scare,12/04/2013,Down
CIMB Research maintains Outperform on Rubber Glove sector,11/04/2013,Down
#Hot Stocks* Rubber glove shares rise on bird flu,10/04/2013,Up
Glovemakers may see spike in profit as bird flu spreads,10/04/2013,Up
"#Stocks To Watch* LBS, Supermax, Top Glove, WCT, Far East, TDM, Land & General",09/04/2013,Down
"Stocks To Watch: LBS, Supermax, Top Glove, WCT, Far East, TDM, Land & General",09/04/2013,Down
#Feature* Glove sector may revisit 2009 boom on bird flu scare,09/04/2013,Down
Glove sector may revisit 2009 boom on bird flu scare,09/04/2013,Down
Feature: Glove sector may revisit 2009 boom on bird flu scare,09/04/2013,Down
#Update* China glove demand may jump 2-3 times if bird flu worsens,09/04/2013,Down
#Flash* Top Glove MD: China glove demand may jump 2-3 times if bird flu worsens,09/04/2013,Down
#Exclusive* Supermax sees exceptional rise in profit on bird flu,09/04/2013,Down
Exclusive: Supermax sees exceptional rise in profit on bird flu,09/04/2013,Down
Glove industry gets helping hand from viral outbreak,09/04/2013,Down
Glove industry gets helping hand from viral outbreak,09/04/2013,Down
#Hot Stocks* Glove stocks soar on bird flu outbreak,08/04/2013,Down
Hot Stocks: Glove stocks soar on bird flu outbreak,08/04/2013,Down
#Mid-morning Market* Select blue chips drag KLCI lower,08/04/2013,Down
Mid-morning Market: Select blue chips drag KLCI lower,08/04/2013,Down
#Market Open* Limited gains for KLCI in early trade,08/04/2013,Down
Market Open: Limited gains for KLCI in early trade,08/04/2013,Down
#Midday Market* KLCI pares loss at break,05/04/2013,Up
#Hot Stocks* Glove makers rise on back of new avian flu,05/04/2013,Up
Hot Stocks: Glove makers rise on back of new avian flu,05/04/2013,Up
#Mid-morning Market* KLCI extends loss as select blue chips fall,05/04/2013,Up
"#Market Open* KLCI falls in early trade, blue chips weigh",04/04/2013,Up
"Market Open: KLCI falls in early trade, blue chips weigh",04/04/2013,Up
#Market Close * KLCI starts second quarter on limp note,01/04/2013,Down
Market Close: KLCI starts second quarter on limp note,01/04/2013,Down
#Hot Stock* Foreign buying lifts Top Glove,01/04/2013,Down
Hot Stock: Foreign buying lifts Top Glove,01/04/2013,Down
"#Midday Market* KLCI pares loss, but remains weak",01/04/2013,Down
"Midday Market: KLCI pares loss, but remains weak",01/04/2013,Down
"#Stocks To Watch* Hong Leong Bank, Astino, LB Aluminium, K.Euro, Opcom, Xian Leng and IRCB",29/03/2013,Up
"Stocks To Watch: Hong Leong Bank, Astino, LB Aluminium, K.Euro, Opcom, Xian Leng and IRCB",29/03/2013,Up
Daibochi is fully valued for now,27/03/2013,Up
Daibochi is fully valued for now,27/03/2013,Up
"#Midday Market* KLCI ekes out limited gains, Genting lifts",22/03/2013,Up
"Midday Market: KLCI ekes out limited gains, Genting lifts",22/03/2013,Up
