original,Headline,date,Price movement 
"KLCI pares down losses, but outlook remains gloomy","KLCI pares down losses, but outlook remains gloomy",20/10/2011,Up
Top Glove expects revenue to rise 20% in FY12,Top Glove expects revenue to rise 20% in FY12,19/10/2011,Up
Top Glove expects revenue to rise 20% in FY12,Top Glove expects revenue to rise 20% in FY12,19/10/2011,Up
CIMB Research maintains Sell on Top Glove,CIMB Research maintains Sell on Top Glove,19/10/2011,Up
Top Glove sees revenue growing 20% next year,Top Glove sees revenue growing 20% next year,18/10/2011,Up
Initial impact of flood in Thailand,Initial impact of flood in Thailand,18/10/2011,Up
"Tenaga, Sime Darby power KLCI to close 1.59% higher","Tenaga, Sime Darby power KLCI to close 1.59% higher",17/10/2011,Up
KLCI pares down gains at mid-day break,KLCI pares down gains at mid-day break,17/10/2011,Up
KLCI pares down gains at mid-day break,KLCI pares down gains at mid-day break,17/10/2011,Up
"Plantations, Genting group lift FBM KLCI at mid-day","Plantations, Genting group lift FBM KLCI at mid-day",13/10/2011,Down
"Plantations, Genting group lift FBM KLCI at mid-day","Plantations, Genting group lift FBM KLCI at mid-day",13/10/2011,Down
"Blue chips boost KLCI, as Asian markets rise","Blue chips boost KLCI, as Asian markets rise",13/10/2011,Down
Top Glove gives a dividend sweetener,Top Glove gives a dividend sweetener,13/10/2011,Down
"Top Glove declares dividend, FY11 profits halved","Top Glove declares dividend, FY11 profits halved",12/10/2011,Down
"#Stocks to watch:* Gadang, KNM, Top Glove, AirAsia","#Stocks to watch:* Gadang, KNM, Top Glove, AirAsia",11/10/2011,Up
"KLCI closes 1.06% higher, European markets slip in early trade","KLCI closes 1.06% higher, European markets slip in early trade",11/10/2011,Up
Top Glove 4Q net profit falls 42% to RM26.09m,Top Glove 4Q net profit falls 42% to RM26.09m,11/10/2011,Up
HDBSVR: Wall St gains to spur on KLCI,HDBSVR: Wall St gains to spur on KLCI,11/10/2011,Up
Malaysia’s corporate taxes uncompetitive,Malaysia’s corporate taxes uncompetitive,10/10/2011,Down
Not quite a turnaround yet for glove makers,Not quite a turnaround yet for glove makers,07/10/2011,Up
"KLCI casts its eye on crucial 1,400","KLCI casts its eye on crucial 1,400",06/10/2011,Down
"KLCI stays in positive territory, but gains capped","KLCI stays in positive territory, but gains capped",06/10/2011,Down
"Top Glove sees short term rally, but fundamentals weak","Top Glove sees short term rally, but fundamentals weak",06/10/2011,Down
Glove counters rise on defensive buying,Glove counters rise on defensive buying,05/10/2011,Down
Top Glove may acquire nitrile players,Top Glove may acquire nitrile players,05/10/2011,Down
Top Glove may acquire nitrile players,Top Glove may acquire nitrile players,05/10/2011,Down
KLCI stays up at mid-morning as Nikkei fizzles out,KLCI stays up at mid-morning as Nikkei fizzles out,05/10/2011,Down
CIMB Research cautious on glove makers’ price surge,CIMB Research cautious on glove makers’ price surge,05/10/2011,Down
Glove makers continue to advance in early trade,Glove makers continue to advance in early trade,05/10/2011,Down
"KLCI snaps losing streak, blue chips gain","KLCI snaps losing streak, blue chips gain",05/10/2011,Down
"#Stocks to watch:* Glove makers, Xian Leng, Scomi, MAA","#Stocks to watch:* Glove makers, Xian Leng, Scomi, MAA",04/10/2011,Up
"Glove makers, Xian Leng, Scomi, MAA","Glove makers, Xian Leng, Scomi, MAA",04/10/2011,Up
"KLCI falls again as Asian, European markets sink","KLCI falls again as Asian, European markets sink",04/10/2011,Up
No respite from bad news for Asian markets,No respite from bad news for Asian markets,04/10/2011,Up
No respite from bad news for Asian markets,No respite from bad news for Asian markets,04/10/2011,Up
Asian stocks extend losses as confidence takes severe hit,Asian stocks extend losses as confidence takes severe hit,04/10/2011,Up
Glove makers rise in early trade,Glove makers rise in early trade,04/10/2011,Up
"OSK Research sees upside for Supermax, Top Glove","OSK Research sees upside for Supermax, Top Glove",30/09/2011,Down
Things can only improve from here,Things can only improve from here,29/09/2011,Up
CIMB Research retains Underperform on Adventa,CIMB Research retains Underperform on Adventa,29/09/2011,Up
KL Rat Race nets over RM1.93m for charity,KL Rat Race nets over RM1.93m for charity,21/09/2011,Down
KL Rat Race nets over RM1.93m for charity,KL Rat Race nets over RM1.93m for charity,21/09/2011,Down
Luxchem rides on high latex prices,Luxchem rides on high latex prices,19/09/2011,Up
"KLCI falls below 1,430-level at mid-morning","KLCI falls below 1,430-level at mid-morning",19/09/2011,Up
Glove makers continue slide,Glove makers continue slide,14/09/2011,Up
"#Stocks to watch:* Tenaga, glove makers, Ramunia, Wang-Zheng","#Stocks to watch:* Tenaga, glove makers, Ramunia, Wang-Zheng",13/09/2011,Down
External factors keep markets nervous,External factors keep markets nervous,13/09/2011,Down
KLCI falls the most in one month,KLCI falls the most in one month,13/09/2011,Down
KLCI stages mild rebound amidst cautious trade,KLCI stages mild rebound amidst cautious trade,13/09/2011,Down
136 teams and 62 CEOs ready to run,136 teams and 62 CEOs ready to run,13/09/2011,Down
Top Glove slides further on bleak outlook,Top Glove slides further on bleak outlook,13/09/2011,Down
KLCI falls the most in one month,KLCI falls the most in one month,12/09/2011,Down
Top Glove dips at mid-morning on weaker outlook,Top Glove dips at mid-morning on weaker outlook,12/09/2011,Down
Rubber gloves show signs of turnaround in 2Q,Rubber gloves show signs of turnaround in 2Q,09/09/2011,Down
"Banks, blue chips prop KLCI higher","Banks, blue chips prop KLCI higher",08/09/2011,Down
Asian markets remain in the red at noon,Asian markets remain in the red at noon,06/09/2011,Down
Asian markets remain in the red at noon,Asian markets remain in the red at noon,06/09/2011,Down
KLCI slips for second day running as Asian markets falter,KLCI slips for second day running as Asian markets falter,06/09/2011,Down
CEOs’ wish list for Merdeka,CEOs’ wish list for Merdeka,26/08/2011,Down
KLCI edges up in cautious trade,KLCI edges up in cautious trade,25/08/2011,Up
CIMB Research downgrades Kossan to Neutral,CIMB Research downgrades Kossan to Neutral,25/08/2011,Up
CIMB Research maintains Hold on Supermax,CIMB Research maintains Hold on Supermax,25/08/2011,Up
CIMB Research downgrades Supermax from Buy to Hold,CIMB Research downgrades Supermax from Buy to Hold,23/08/2011,Up
KLCI falls 1.29% as global markets routed,KLCI falls 1.29% as global markets routed,19/08/2011,Down
Hartalega expands capacity to defend position in nitrile segment,Hartalega expands capacity to defend position in nitrile segment,19/08/2011,Down
Hartalega expands capacity to defend position in nitrile segment,Hartalega expands capacity to defend position in nitrile segment,19/08/2011,Down
"Asian markets hammered, gold hits record high","Asian markets hammered, gold hits record high",19/08/2011,Down
"Asian markets hammered, gold hits record high","Asian markets hammered, gold hits record high",19/08/2011,Down
Top Glove: Latex prices set to ease further,Top Glove: Latex prices set to ease further,16/08/2011,Down
CIMB Research maintains Neutral on Wellcall,CIMB Research maintains Neutral on Wellcall,16/08/2011,Down
Modest gains at KLCI in early trade,Modest gains at KLCI in early trade,15/08/2011,Down
Limited gains at mid-day,Limited gains at mid-day,12/08/2011,Up
Limited gains at mid-day,Limited gains at mid-day,12/08/2011,Up
KLCI stages mild rebound at mid-morning,KLCI stages mild rebound at mid-morning,12/08/2011,Up
Asian markets stabilise on higher US stock futures,Asian markets stabilise on higher US stock futures,11/08/2011,Down
Markets rebound but selling pressure to persist,Markets rebound but selling pressure to persist,11/08/2011,Down
Investors chase defensive and dividend stocks,Investors chase defensive and dividend stocks,11/08/2011,Down
Top Glove slumps 11.2% to end-June low,Top Glove slumps 11.2% to end-June low,11/08/2011,Down
KLCI pares down losses at mid-day break,KLCI pares down losses at mid-day break,11/08/2011,Down
KLCI pares down losses at mid-day break,KLCI pares down losses at mid-day break,11/08/2011,Down
"Short-lived reprieve for markets, AirAsia dips","Short-lived reprieve for markets, AirAsia dips",11/08/2011,Down
"KLCI edges up, but gains limited","KLCI edges up, but gains limited",10/08/2011,Down
Hartalega likely to outperform but shares flat,Hartalega likely to outperform but shares flat,09/08/2011,Up
Carnage continues at Asian markets,Carnage continues at Asian markets,03/08/2011,Up
Latexx dips in early trade,Latexx dips in early trade,25/07/2011,Down
CIMB Research cuts Latexx to Neutral,CIMB Research cuts Latexx to Neutral,25/07/2011,Down
Rubber gloves not going anywhere yet,Rubber gloves not going anywhere yet,14/07/2011,Up
"KLCI closes at new high again, eyes 1,600","KLCI closes at new high again, eyes 1,600",08/07/2011,Up
"FBM KLCI slips below 1,590-level on profit taking","FBM KLCI slips below 1,590-level on profit taking",08/07/2011,Up
"Supermax, Top Glove up in early trade","Supermax, Top Glove up in early trade",07/07/2011,Down
CIMB Research has technical Buy on Top Glove at RM5.44,CIMB Research has technical Buy on Top Glove at RM5.44,07/07/2011,Down
CIMB Research retains Hartalega TP at RM7.18,CIMB Research retains Hartalega TP at RM7.18,07/07/2011,Down
"FBM KLCI extends gains at mid-day, banks in focus","FBM KLCI extends gains at mid-day, banks in focus",06/07/2011,Up
"FBM KLCI extends gains at mid-day, banks in focus","FBM KLCI extends gains at mid-day, banks in focus",06/07/2011,Up
FBM KLCI starts 3Q on a high note,FBM KLCI starts 3Q on a high note,01/07/2011,Up
"FBM KLCI breaches 1,580-level in early trade","FBM KLCI breaches 1,580-level in early trade",01/07/2011,Up
CIMB Research keeps Underperform call on Adventa,CIMB Research keeps Underperform call on Adventa,30/06/2011,Up
"RAM Ratings affirms Rubberex rating, lowers outlook to negative","RAM Ratings affirms Rubberex rating, lowers outlook to negative",28/06/2011,Down
Supermax: Latex back in vogue as cost differential with nitrile thins,Supermax: Latex back in vogue as cost differential with nitrile thins,28/06/2011,Down
Supermax: Latex back in vogue as cost differential with nitrile thins,Supermax: Latex back in vogue as cost differential with nitrile thins,28/06/2011,Down
Input costs of nitrile gloves may exceed rubber gloves,Input costs of nitrile gloves may exceed rubber gloves,24/06/2011,Down
"FBM KLCI in the red at mid-morning, RHB Capital extends loss","FBM KLCI in the red at mid-morning, RHB Capital extends loss",24/06/2011,Down
Small caps still a treasure trove,Small caps still a treasure trove,23/06/2011,Up
Top Glove Corp Bhd - Operating environment stabilising,Top Glove Corp Bhd - Operating environment stabilising,21/06/2011,Up
Top Glove Corp Bhd - Higher latex prices hit 3Q results,Top Glove Corp Bhd - Higher latex prices hit 3Q results,21/06/2011,Up
Stocks to watch - Bursa to stay range bound,Stocks to watch - Bursa to stay range bound,20/06/2011,Up
Top Glove dips in early trade,Top Glove dips in early trade,20/06/2011,Up
CIMB Research: Top Glove remains a Sell,CIMB Research: Top Glove remains a Sell,20/06/2011,Up
"#Stocks to watch:* Ramunia, Talam, Wah Seong, Top Glove","#Stocks to watch:* Ramunia, Talam, Wah Seong, Top Glove",18/06/2011,#N/A
Top Glove 3Q net profit falls 60.3% to RM25.6m,Top Glove 3Q net profit falls 60.3% to RM25.6m,17/06/2011,Down
"FBM KLCI breaches 1,560-level at mid-morning","FBM KLCI breaches 1,560-level at mid-morning",17/06/2011,Down
Hold Top Glove for FY12 recovery,Hold Top Glove for FY12 recovery,16/06/2011,Down
FBM KLCI stages mild rebound to close higher,FBM KLCI stages mild rebound to close higher,14/06/2011,Up
Regional markets rebound on China data,Regional markets rebound on China data,14/06/2011,Up
Regional markets rebound on China data,Regional markets rebound on China data,14/06/2011,Up
Top Glove slumps to 2-wk low,Top Glove slumps to 2-wk low,14/06/2011,Up
Cautious trade ahead; US data looms,Cautious trade ahead; US data looms,13/06/2011,Down
"#Stocks to watch:* United U-Li, Top Glove, oil and gas, Mutiara","#Stocks to watch:* United U-Li, Top Glove, oil and gas, Mutiara",11/06/2011,#N/A
"United U-Li, Top Glove, oil and gas, Mutiara","United U-Li, Top Glove, oil and gas, Mutiara",11/06/2011,#N/A
"Top Glove falls, worries over 3Q results","Top Glove falls, worries over 3Q results",10/06/2011,Down
Rubber gloves: Gas tariff hike and time lags delay earnings recovery,Rubber gloves: Gas tariff hike and time lags delay earnings recovery,10/06/2011,Down
FBM KLCI snaps four-day losing streak,FBM KLCI snaps four-day losing streak,10/06/2011,Down
Affin Research cuts earnings outlook for glove makers,Affin Research cuts earnings outlook for glove makers,09/06/2011,Down
Lacklustre prospects ahead for Top Glove,Lacklustre prospects ahead for Top Glove,09/06/2011,Down
"Latexx active, up in early trade","Latexx active, up in early trade",09/06/2011,Down
"CIMB Research upgrades Latexx to Trading Buy, raises TP to RM2.60","CIMB Research upgrades Latexx to Trading Buy, raises TP to RM2.60",09/06/2011,Down
Ernst & Young entrepreneurs recognised on world stage,Ernst & Young entrepreneurs recognised on world stage,08/06/2011,Up
FBM KLCI closes marginally higher on bargain hunting,FBM KLCI closes marginally higher on bargain hunting,02/06/2011,Up
Industries grapple with rising power bills,Industries grapple with rising power bills,01/06/2011,Down
FBM KLCI stays in the red at mid-day,FBM KLCI stays in the red at mid-day,01/06/2011,Down
Rubber glove makers to pay more for power,Rubber glove makers to pay more for power,01/06/2011,Down
How Stanley Thai built Supermax into one of Malaysia’s top companies,How Stanley Thai built Supermax into one of Malaysia’s top companies,25/05/2011,Up
Late selling drags KLCI into the red,Late selling drags KLCI into the red,20/05/2011,Down
"Top Glove advances, RHB Research lowers stock to Underperform","Top Glove advances, RHB Research lowers stock to Underperform",20/05/2011,Down
CIMB positive on proposed Latexx-YTY merger,CIMB positive on proposed Latexx-YTY merger,20/05/2011,Down
Aborted Latexx deal reminder of risk of non-binding offers,Aborted Latexx deal reminder of risk of non-binding offers,18/05/2011,Up
Aborted Latexx deal reminder of risk of non-binding offers,Aborted Latexx deal reminder of risk of non-binding offers,18/05/2011,Up
Aborted Latexx deal reminder of risk of non-binding offers,Aborted Latexx deal reminder of risk of non-binding offers,18/05/2011,Up
"Supermax, Top Glove dip in early trade","Supermax, Top Glove dip in early trade",16/05/2011,Up
"CIMB Research cuts Top Glove’s earnings estimates, lowers TP to RM5.57","CIMB Research cuts Top Glove’s earnings estimates, lowers TP to RM5.57",16/05/2011,Up
Mixed bag of first quarter 2011 results expected,Mixed bag of first quarter 2011 results expected,13/05/2011,Down
CIMB Research keeps Hartalega an Outperform,CIMB Research keeps Hartalega an Outperform,11/05/2011,Down
"Stocks to watch: EONCap, MUI, Coastal may see trading interest","Stocks to watch: EONCap, MUI, Coastal may see trading interest",09/05/2011,Up
FBM KLCI rebounds after BN retains Sarawak,FBM KLCI rebounds after BN retains Sarawak,18/04/2011,Up
FBM KLCI loses 35.5 points in a week,FBM KLCI loses 35.5 points in a week,15/04/2011,Down
Top Glove to set up four new factories,Top Glove to set up four new factories,14/04/2011,Up
"Europe, Asia recover, KLCI up nearly 10pts","Europe, Asia recover, KLCI up nearly 10pts",13/04/2011,Up
Hartalega still has the upper hand,Hartalega still has the upper hand,11/04/2011,Down
Meridian Asset Mgmt CEO takes an entrepreneurial approach to investing,Meridian Asset Mgmt CEO takes an entrepreneurial approach to investing,06/04/2011,Down
Rubber glove prices to bounce back,Rubber glove prices to bounce back,06/04/2011,Down
Market has fair room to go up,Market has fair room to go up,05/04/2011,Up
Special Report: Market has fair room to go up,Special Report: Market has fair room to go up,05/04/2011,Up
Top Glove stretching valuations,Top Glove stretching valuations,31/03/2011,Down
Three call warrants to debut on Bursa tomorrow,Three call warrants to debut on Bursa tomorrow,28/03/2011,Down
Rubber gloves: Much ado about latex,Rubber gloves: Much ado about latex,28/03/2011,Down
Kossan ventures into cleanroom gloves,Kossan ventures into cleanroom gloves,25/03/2011,Up
CIMB Research maintains Outperform on Kossan,CIMB Research maintains Outperform on Kossan,24/03/2011,Up
Top Glove: Lower latex price to see some time lag,Top Glove: Lower latex price to see some time lag,18/03/2011,Down
Top Glove’s 2Q net profit falls 64%,Top Glove’s 2Q net profit falls 64%,17/03/2011,Up
OSK Research: Worst over for rubber gloves sector,OSK Research: Worst over for rubber gloves sector,17/03/2011,Up
"HDBSVR upgrades Top Glove to Hold, ups TP to RM5.30","HDBSVR upgrades Top Glove to Hold, ups TP to RM5.30",17/03/2011,Up
Top Glove 2Q net profit falls 63% to RM25.4m,Top Glove 2Q net profit falls 63% to RM25.4m,16/03/2011,Up
Radiation jitters hit local bourse,Radiation jitters hit local bourse,16/03/2011,Up
More downside for local market?,More downside for local market?,16/03/2011,Up
FBM KLCI extends losses for fourth day,FBM KLCI extends losses for fourth day,15/03/2011,Down
Quake threatens Japan’s recovery,Quake threatens Japan’s recovery,15/03/2011,Down
Quake threatens Japan’s recovery,Quake threatens Japan’s recovery,15/03/2011,Down
FBM KLCI succumbs to mild profit-taking,FBM KLCI succumbs to mild profit-taking,15/03/2011,Down
FBM KLCI succumbs to mild profit taking,FBM KLCI succumbs to mild profit taking,14/03/2011,Up
"FBM KLCI rebounds, Asian stocks in the red","FBM KLCI rebounds, Asian stocks in the red",14/03/2011,Up
"FBM KLCI rebounds, Asian stocks in the red","FBM KLCI rebounds, Asian stocks in the red",14/03/2011,Up
Asian markets skid on flurry of negative news,Asian markets skid on flurry of negative news,10/03/2011,Down
FBM KLCI dips in early trade,FBM KLCI dips in early trade,10/03/2011,Down
Top Glove: Tide is turning,Top Glove: Tide is turning,09/03/2011,Up
Kossan better than peers at riding out storm,Kossan better than peers at riding out storm,23/02/2011,Down
KLCI extends gains for fifth day as Maybank shines but broader market cautious,KLCI extends gains for fifth day as Maybank shines but broader market cautious,21/02/2011,Down
Auto Chic: Suits you fine,Auto Chic: Suits you fine,20/02/2011,#N/A
KLCI closes higher amid cautious sentiment,KLCI closes higher amid cautious sentiment,17/02/2011,Up
"Glove makers advance, Hartalega leads in late afternoon trade","Glove makers advance, Hartalega leads in late afternoon trade",17/02/2011,Up
"FBM KLCI advances at midday, but broader market stays weak","FBM KLCI advances at midday, but broader market stays weak",17/02/2011,Up
"FBM KLCI advances at midday, but broader market stays weak","FBM KLCI advances at midday, but broader market stays weak",17/02/2011,Up
"OSK Research: Supermax FY10 results within expectations, TP unchanged at RM7.84","OSK Research: Supermax FY10 results within expectations, TP unchanged at RM7.84",16/02/2011,Up
Supermax: Getting a grip on 4QFY10 results,Supermax: Getting a grip on 4QFY10 results,14/02/2011,Up
Malaysia strategy report: Lasso-ed hopes,Malaysia strategy report: Lasso-ed hopes,08/02/2011,Up
Glove makers appealing acquisition targets,Glove makers appealing acquisition targets,01/02/2011,#N/A
"Oil, gas sector to provide crucial boost for sector, sentiment","Oil, gas sector to provide crucial boost for sector, sentiment",01/02/2011,#N/A
"Oil, gas sector to provide crucial boost for sector, boost sentiment","Oil, gas sector to provide crucial boost for sector, boost sentiment",01/02/2011,#N/A
Glove makers appealing acquisition targets,Glove makers appealing acquisition targets,31/01/2011,Up
FBM KLCI extends losses in early trade as Asian stocks fall,FBM KLCI extends losses in early trade as Asian stocks fall,31/01/2011,Up
FBM KLCI extends losses in early trade as Asian stocks fall,FBM KLCI extends losses in early trade as Asian stocks fall,31/01/2011,Up
Latexx to be privatised?,Latexx to be privatised?,27/01/2011,Down
Latexx to be privatised?,Latexx to be privatised?,27/01/2011,Down
M’sia Strategy — Charging forward; bullish,M’sia Strategy — Charging forward; bullish,25/01/2011,Down
M’sia Strategy — Charging forward; bullish,M’sia Strategy — Charging forward; bullish,25/01/2011,Down
"Rising input costs hit F&B, rubber gloves and power stocks","Rising input costs hit F&B, rubber gloves and power stocks",24/01/2011,Down
Nitrile wave keeps rolling,Nitrile wave keeps rolling,21/01/2011,Up
"Maybank IB Research upgrades Hartalega to Buy, RM6.80 TP","Maybank IB Research upgrades Hartalega to Buy, RM6.80 TP",19/01/2011,Down
"FBM KLCI at fresh record high, Benalec in focus","FBM KLCI at fresh record high, Benalec in focus",17/01/2011,Down
High latex price still an issue for Top Glove,High latex price still an issue for Top Glove,13/01/2011,Down
Late push for FBM KLCI,Late push for FBM KLCI,12/01/2011,Down
"Profit taking on banks, plantations","Profit taking on banks, plantations",12/01/2011,Down
"Profit taking on banks, plantations","Profit taking on banks, plantations",12/01/2011,Down
Top Glove plans up to RM100m capex,Top Glove plans up to RM100m capex,12/01/2011,Down
Top Glove ekes out marginal gains,Top Glove ekes out marginal gains,12/01/2011,Down
RHB Research maintains Top Glove FV at RM4.10,RHB Research maintains Top Glove FV at RM4.10,12/01/2011,Down
#Flash* Top Glove to spend RM80mil capex this year on expanding nitrile glove segment,#Flash* Top Glove to spend RM80mil capex this year on expanding nitrile glove segment,11/01/2011,Down
Options: Auto Chic-- Getaway car,Options: Auto Chic-- Getaway car,09/01/2011,#N/A
Fourth straight day of record highs for FBM KLCI,Fourth straight day of record highs for FBM KLCI,07/01/2011,Down
Special new year focus CEO’s views on outlook for 2011 - Consolidation in the industry,Special new year focus CEO’s views on outlook for 2011 - Consolidation in the industry,07/01/2011,Down
Fourth straight day of record highs for FBM KLCI,Fourth straight day of record highs for FBM KLCI,06/01/2011,Up
#Special New year focus* Market to rally to new high in 1H11,#Special New year focus* Market to rally to new high in 1H11,04/01/2011,Up
"#Special New Year focus:* Market to perform very well in 1H2011, but a little hazy in 2H","#Special New Year focus:* Market to perform very well in 1H2011, but a little hazy in 2H",03/01/2011,Up
"#Special New Year focus:* Optimism, albeit with a more cautious tone","#Special New Year focus:* Optimism, albeit with a more cautious tone",03/01/2011,Up
"Latexx, Adventa slip on concerns about outlook for sector","Latexx, Adventa slip on concerns about outlook for sector",29/12/2010,Down
US firm looking at Adventa acquisition?,US firm looking at Adventa acquisition?,24/12/2010,Up
FBM KLCI remains in the red at mid-day,FBM KLCI remains in the red at mid-day,23/12/2010,Down
Rough ride ahead for glovemakers,Rough ride ahead for glovemakers,23/12/2010,Down
Rough ride ahead for glovemakers,Rough ride ahead for glovemakers,23/12/2010,Down
FBM KLCI ends week in positive territory,FBM KLCI ends week in positive territory,17/12/2010,Up
Some investors still wary of glove makers,Some investors still wary of glove makers,17/12/2010,Up
"FBM KLCI dips below 1,500-level","FBM KLCI dips below 1,500-level",17/12/2010,Up
"KLCI struggles to cross 1,500","KLCI struggles to cross 1,500",17/12/2010,Up
"KLCI struggles to cross 1,500","KLCI struggles to cross 1,500",17/12/2010,Up
Persistent headwinds for Top Glove,Persistent headwinds for Top Glove,17/12/2010,Up
"FBM KLCI remains below 1,500 at close","FBM KLCI remains below 1,500 at close",16/12/2010,Down
Top Glove slips after weak 1Q results,Top Glove slips after weak 1Q results,16/12/2010,Down
Top Glove earnings not a trend,Top Glove earnings not a trend,16/12/2010,Down
Top Glove earnings not a trend,Top Glove earnings not a trend,16/12/2010,Down
"FBM KLCI dips below 1,500-level at mid-day","FBM KLCI dips below 1,500-level at mid-day",16/12/2010,Down
"FBM KLCI dips below 1,500-level at mid-day","FBM KLCI dips below 1,500-level at mid-day",16/12/2010,Down
"Asian markets fluctuate, FBM KLCI slips on profit taking","Asian markets fluctuate, FBM KLCI slips on profit taking",16/12/2010,Down
Gloves makers fall in early trade,Gloves makers fall in early trade,16/12/2010,Down
OSK Research downgrades Top Glove’s earnings,OSK Research downgrades Top Glove’s earnings,16/12/2010,Down
HDBSVR sees profit taking in near term,HDBSVR sees profit taking in near term,16/12/2010,Down
"#Stocks to watch:* Top Glove, Xingquan, MMC, Tenaga","#Stocks to watch:* Top Glove, Xingquan, MMC, Tenaga",16/12/2010,Down
#Flash* Top Glove 1Q earnings dn 44% to RM36.05m,#Flash* Top Glove 1Q earnings dn 44% to RM36.05m,15/12/2010,Down
FBM KLCI marginally higher at mid-morning,FBM KLCI marginally higher at mid-morning,15/12/2010,Down
FBM KLCI extends gains in early trade,FBM KLCI extends gains in early trade,09/12/2010,Up
"KLCI near one-month high, CIMB lifts","KLCI near one-month high, CIMB lifts",08/12/2010,Up
FBM KLCI dips on mild profit taking,FBM KLCI dips on mild profit taking,03/12/2010,Down
Big caps to the rescue again,Big caps to the rescue again,03/12/2010,Down
"FBM KLCI closes firmly above 1,500-level","FBM KLCI closes firmly above 1,500-level",19/11/2010,Up
"Genting, Tenaga weigh down KLCI","Genting, Tenaga weigh down KLCI",18/11/2010,Up
Corporate: Leadership in glove sector comes under challenge,Corporate: Leadership in glove sector comes under challenge,14/11/2010,#N/A
"FBM KLCI up, stockbroking firms in the spotlight","FBM KLCI up, stockbroking firms in the spotlight",10/11/2010,Down
"Supermax extends losses after lacklustre earnings, CIMB maintains Buy","Supermax extends losses after lacklustre earnings, CIMB maintains Buy",09/11/2010,Down
FBM KLCI claws back to close higher,FBM KLCI claws back to close higher,28/10/2010,Up
"Investors cautious after KLCI fails to hang on to key 1,500","Investors cautious after KLCI fails to hang on to key 1,500",28/10/2010,Up
"Investors cautious after KLCI fails to hang on to key 1,500","Investors cautious after KLCI fails to hang on to key 1,500",28/10/2010,Up
FBM KLCI marches on,FBM KLCI marches on,27/10/2010,Down
FBM KLCI stays in the black at mid-day,FBM KLCI stays in the black at mid-day,26/10/2010,Up
FBM KLCI stays in the black at mid-day,FBM KLCI stays in the black at mid-day,26/10/2010,Up
FBM KLCI opens higher,FBM KLCI opens higher,26/10/2010,Up
Strong headwind continues,Strong headwind continues,25/10/2010,Down
S P Setia launches 240-acre green Setia City,S P Setia launches 240-acre green Setia City,22/10/2010,Up
Glove makers rebound slightly after CIMB Research maintains overweight,Glove makers rebound slightly after CIMB Research maintains overweight,20/10/2010,Up
Glove makers decline in early trade,Glove makers decline in early trade,20/10/2010,Up
Gains limited on Bursa Malaysia,Gains limited on Bursa Malaysia,19/10/2010,Up
Gains limited on Bursa Malaysia,Gains limited on Bursa Malaysia,19/10/2010,Up
Options: Markets-- Yeah yeah yeah,Options: Markets-- Yeah yeah yeah,17/10/2010,#N/A
FBM KLCI stays in the red at mid-morning,FBM KLCI stays in the red at mid-morning,15/10/2010,Up
FBM KLCI dips ahead of Budget 2011,FBM KLCI dips ahead of Budget 2011,15/10/2010,Up
KLCI in the red,KLCI in the red,14/10/2010,Down
Top Glove cautious over supply,Top Glove cautious over supply,14/10/2010,Down
"Top Glove expects earnings and revenue to grow, but at a moderate pace","Top Glove expects earnings and revenue to grow, but at a moderate pace",13/10/2010,Down
"Rubber gloves closer to the bottom, value emerging","Rubber gloves closer to the bottom, value emerging",12/10/2010,Up
Top Glove targets 10% annual growth in net profit and revenue,Top Glove targets 10% annual growth in net profit and revenue,12/10/2010,Up
FBM KLCI rises in tandem with regional markets,FBM KLCI rises in tandem with regional markets,11/10/2010,Up
Corporate: Headwinds may be catalyst for consolidation in glove sector,Corporate: Headwinds may be catalyst for consolidation in glove sector,10/10/2010,#N/A
"FBM KLCI steadier, China surges","FBM KLCI steadier, China surges",08/10/2010,Up
"FBM KLCI steadier, China surges","FBM KLCI steadier, China surges",08/10/2010,Up
Top Glove’s results below expectations,Top Glove’s results below expectations,08/10/2010,Up
FBM KLCI extends gains for fourth day,FBM KLCI extends gains for fourth day,08/10/2010,Up
KLCI at fresh year high,KLCI at fresh year high,07/10/2010,Down
Mixed signals prompt investor to lock in gains,Mixed signals prompt investor to lock in gains,07/10/2010,Down
Mixed signals prompt investor to lock in gains,Mixed signals prompt investor to lock in gains,07/10/2010,Down
"Raw materials, overcapacity erode Top Glove’s 4Q profit","Raw materials, overcapacity erode Top Glove’s 4Q profit",07/10/2010,Down
Top Glove – Medi-Flex ends year in the black,Top Glove – Medi-Flex ends year in the black,07/10/2010,Down
FBM KLCI slips in the red at mid-morning,FBM KLCI slips in the red at mid-morning,07/10/2010,Down
AmResearch maintains Hold on Top Glove,AmResearch maintains Hold on Top Glove,07/10/2010,Down
"Genting, Tenaga power KLCI higher","Genting, Tenaga power KLCI higher",06/10/2010,Down
Glove makers continue to advance,Glove makers continue to advance,06/10/2010,Down
Top Glove 4Q earnings at RM45.06m,Top Glove 4Q earnings at RM45.06m,06/10/2010,Down
"FBM KLCI advances, investors pin hope on Fed’s next move","FBM KLCI advances, investors pin hope on Fed’s next move",06/10/2010,Down
"FBM KLCI advances, investors pin hope on Fed’s next move","FBM KLCI advances, investors pin hope on Fed’s next move",06/10/2010,Down
"Asian markets advance on BoJ rate cut, US data","Asian markets advance on BoJ rate cut, US data",06/10/2010,Down
Glove makers up in early trade,Glove makers up in early trade,06/10/2010,Down
